,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
18384,14,0,3,1,0,0
18385,10,0,3,0,1,0
18386,14,0,5,1,0,0
18387,13,0,1,0,1,0
18388,6,1,0,0,1,0
18389,14,1,5,1,0,0
18390,14,1,4,0,0,1
18391,18,1,2,0,1,0
18392,17,1,2,0,0,1
18393,8,1,3,1,0,0
18394,14,1,3,0,0,0
18395,11,1,1,1,0,0
18396,14,1,4,0,1,0
18397,11,1,5,0,1,0
18398,8,1,0,0,1,0
18399,14,1,1,0,1,0
18400,13,0,1,0,0,1
18401,14,0,2,0,1,0
18402,7,0,1,1,0,0
18403,9,1,1,0,0,1
18404,17,1,2,0,0,0
18405,9,0,3,0,1,0
18406,14,0,0,0,1,0
18407,14,0,5,1,0,0
18408,14,0,5,0,1,0
18409,13,0,5,1,0,0
18410,13,0,1,1,0,0
18411,19,0,2,1,0,0
18412,14,0,4,0,0,0
18413,14,0,2,0,0,1
18414,14,0,0,0,1,0
18415,14,0,1,1,0,0
18416,13,0,2,0,0,0
18417,14,1,4,0,0,0
18418,12,1,0,1,0,0
18419,14,1,1,0,0,0
18420,13,1,5,1,0,0
18421,11,1,1,1,0,0
18422,15,1,3,1,0,0
18423,18,1,0,0,0,1
18424,13,1,2,1,0,0
18425,6,1,0,1,0,0
18426,13,0,0,0,0,0
18427,14,0,5,0,0,0
18428,10,0,5,1,0,0
18429,13,0,4,0,0,0
18430,10,0,2,0,1,0
18431,15,0,4,1,0,0
18432,14,0,3,0,0,1
18433,14,0,4,0,1,0
18434,16,0,5,0,1,0
18435,14,0,3,0,0,1
18436,13,0,3,1,0,0
18437,6,1,0,0,1,0
18438,14,1,4,0,1,0
18439,19,0,0,0,1,0
18440,16,0,3,1,0,0
18441,13,0,5,1,0,0
18442,14,0,2,0,0,0
18443,6,1,4,0,1,0
18444,9,1,0,1,0,0
18445,14,1,4,0,0,1
18446,12,1,2,0,1,0
18447,13,1,3,0,1,0
18448,13,1,4,0,0,0
18449,10,1,4,1,0,0
18450,11,0,4,1,0,0
18451,13,0,1,0,0,0
18452,13,0,5,0,0,1
18453,17,0,1,1,0,0
18454,6,0,1,0,1,0
18455,13,0,2,0,0,1
18456,13,0,5,0,1,0
18457,9,0,4,0,1,0
18458,8,0,3,1,0,0
18459,9,0,4,0,1,0
18460,16,0,4,0,1,0
18461,14,1,2,1,0,0
18462,14,1,2,0,0,0
18463,13,1,1,1,0,0
18464,7,1,1,0,0,1
18465,17,1,1,1,0,0
18466,9,1,0,0,1,0
18467,17,0,2,1,0,0
18468,7,0,3,0,1,0
18469,15,0,2,0,0,1
18470,18,0,2,0,0,1
18471,10,0,2,1,0,0
18472,14,0,2,0,1,0
18473,14,0,5,1,0,0
18474,14,0,3,1,0,0
18475,14,0,2,1,0,0
18476,14,0,1,1,0,0
18477,14,0,3,1,0,0
18478,14,0,2,0,0,0
18479,7,1,3,0,1,0
18480,8,1,4,0,1,0
18481,13,1,1,0,1,0
18482,14,1,2,0,0,0
18483,13,1,1,1,0,0
18484,15,0,3,0,1,0
18485,7,0,2,0,0,0
18486,13,0,0,0,1,0
18487,13,1,5,0,0,0
18488,16,1,5,0,1,0
18489,13,1,2,1,0,0
18490,13,1,1,0,0,1
18491,11,1,5,1,0,0
18492,19,1,0,0,1,0
18493,14,1,1,0,1,0
18494,18,1,0,0,0,0
18495,9,1,4,1,0,0
18496,10,1,5,1,0,0
18497,14,1,4,0,0,0
18498,14,1,1,0,1,0
18499,13,1,5,1,0,0
18500,7,1,2,0,0,1
18501,11,0,1,0,1,0
18502,18,1,4,0,1,0
18503,14,1,3,1,0,0
18504,14,0,2,0,1,0
18505,14,1,3,0,1,0
18506,14,1,4,0,0,1
18507,14,1,4,1,0,0
18508,13,1,1,0,0,0
18509,8,1,4,1,0,0
18510,18,1,5,0,1,0
18511,19,1,3,1,0,0
18512,16,1,0,0,1,0
18513,14,1,1,1,0,0
18514,16,0,0,1,0,0
18515,14,0,3,1,0,0
18516,13,0,1,0,0,1
18517,10,0,3,0,0,1
18518,14,0,0,0,0,1
18519,18,0,0,0,1,0
18520,10,0,1,0,0,1
18521,17,0,5,0,1,0
18522,11,0,2,0,0,0
18523,8,0,0,0,0,1
18524,16,0,5,0,0,1
18525,14,0,0,1,0,0
18526,10,0,4,1,0,0
18527,14,0,4,0,1,0
18528,13,0,4,0,0,1
18529,14,0,0,0,1,0
18530,9,0,1,0,0,1
18531,7,1,3,1,0,0
18532,17,1,5,0,0,1
18533,14,1,4,0,0,1
18534,16,1,2,0,1,0
18535,8,1,2,0,0,0
18536,10,1,5,0,1,0
18537,14,0,2,0,1,0
18538,14,0,1,0,0,1
18539,16,0,0,0,1,0
18540,10,0,2,0,1,0
18541,13,1,2,0,0,1
18542,14,1,4,0,1,0
18543,14,0,2,1,0,0
18544,16,1,4,0,0,0
18545,17,1,0,0,1,0
18546,14,1,2,0,0,1
18547,18,1,4,1,0,0
18548,14,0,3,0,0,1
18549,14,0,2,0,0,1
18550,14,0,5,0,0,0
18551,12,1,2,0,1,0
18552,11,1,0,1,0,0
18553,14,0,4,1,0,0
18554,8,0,4,1,0,0
18555,14,0,1,1,0,0
18556,16,0,3,0,0,1
18557,14,0,2,0,0,1
18558,16,0,4,0,1,0
18559,19,0,5,0,0,1
18560,8,0,3,1,0,0
18561,7,0,1,0,1,0
18562,17,0,2,0,0,1
18563,18,0,3,0,1,0
18564,13,0,4,0,0,1
18565,10,0,3,0,1,0
18566,9,0,0,0,0,1
18567,14,0,5,0,1,0
18568,14,0,0,0,0,0
18569,10,0,5,0,1,0
18570,18,0,5,1,0,0
18571,10,0,3,0,0,1
18572,13,0,3,1,0,0
18573,18,0,3,1,0,0
18574,15,0,3,0,0,1
18575,14,0,0,0,0,1
18576,9,0,0,0,0,0
18577,14,0,2,0,0,0
18578,10,0,0,0,1,0
18579,10,0,1,0,1,0
18580,14,0,0,0,1,0
18581,11,0,0,0,0,1
18582,14,0,2,1,0,0
18583,14,0,0,0,0,1
18584,14,0,2,1,0,0
18585,13,0,2,0,1,0
18586,14,0,5,0,0,0
18587,14,0,4,0,0,1
18588,15,0,1,0,1,0
18589,10,0,2,0,0,1
18590,14,0,2,0,0,1
18591,7,0,0,1,0,0
18592,14,0,0,1,0,0
18593,6,0,1,0,1,0
18594,13,0,0,1,0,0
18595,14,0,0,1,0,0
18596,13,0,1,0,1,0
18597,14,1,1,1,0,0
18598,14,1,5,0,0,1
18599,14,0,2,0,0,0
18600,14,0,3,0,0,0
18601,8,1,5,0,0,0
18602,14,1,1,0,1,0
18603,14,1,2,0,1,0
18604,14,1,5,1,0,0
18605,14,1,4,1,0,0
18606,14,1,0,0,0,1
18607,14,1,1,1,0,0
18608,14,0,2,0,0,1
18609,6,1,4,1,0,0
18610,13,1,0,1,0,0
18611,6,1,4,0,1,0
18612,14,0,2,1,0,0
18613,18,0,0,1,0,0
18614,14,0,5,0,1,0
18615,15,0,3,0,1,0
18616,14,0,1,0,0,0
18617,19,0,2,1,0,0
18618,16,1,2,0,0,1
18619,13,1,3,0,0,0
18620,14,0,3,0,0,1
18621,7,0,5,0,0,0
18622,14,1,4,1,0,0
18623,12,1,4,1,0,0
18624,13,1,4,0,1,0
18625,14,1,0,0,1,0
18626,14,0,1,0,0,0
18627,12,0,5,0,0,0
18628,14,0,3,0,1,0
18629,14,0,3,0,0,0
18630,9,0,1,0,1,0
18631,11,0,4,0,0,0
18632,14,0,5,0,0,1
18633,7,0,4,0,1,0
18634,9,0,4,1,0,0
18635,8,0,0,0,1,0
18636,15,0,1,0,1,0
18637,12,0,0,1,0,0
18638,14,0,2,1,0,0
18639,18,0,5,0,1,0
18640,14,0,5,1,0,0
18641,9,0,1,0,1,0
18642,14,1,4,0,0,0
18643,14,1,4,1,0,0
18644,16,0,4,1,0,0
18645,16,0,2,1,0,0
18646,14,0,5,0,1,0
18647,16,0,5,0,0,0
18648,12,0,0,0,1,0
18649,14,0,5,0,0,1
18650,14,0,5,0,1,0
18651,12,0,4,0,1,0
18652,7,0,3,1,0,0
18653,14,0,4,1,0,0
18654,8,0,0,0,1,0
18655,15,0,3,1,0,0
18656,14,0,5,0,0,1
18657,19,0,3,0,1,0
18658,13,0,4,0,0,1
18659,9,0,5,0,0,0
18660,11,0,2,0,0,0
18661,14,0,0,0,0,1
18662,18,0,5,1,0,0
18663,13,0,1,0,0,1
18664,7,0,2,0,1,0
18665,14,0,0,0,0,0
18666,15,0,5,1,0,0
18667,18,0,2,0,0,1
18668,7,0,5,0,1,0
18669,14,0,2,0,1,0
18670,6,0,0,0,0,1
18671,14,0,1,0,1,0
18672,15,1,5,0,1,0
18673,16,1,4,0,1,0
18674,14,0,0,1,0,0
18675,10,0,1,0,0,1
18676,10,0,0,0,0,1
18677,16,0,2,0,1,0
18678,9,0,1,0,1,0
18679,14,1,4,0,0,0
18680,14,1,0,1,0,0
18681,11,1,0,0,1,0
18682,18,1,2,1,0,0
18683,14,1,4,0,1,0
18684,13,1,1,0,1,0
18685,14,1,1,0,0,0
18686,14,1,3,0,1,0
18687,10,1,4,0,0,0
18688,13,1,1,0,0,1
18689,14,1,5,1,0,0
18690,14,1,5,1,0,0
18691,14,1,3,0,0,1
18692,14,1,5,0,1,0
18693,15,1,0,0,1,0
18694,13,1,4,0,1,0
18695,18,1,5,1,0,0
18696,12,1,3,1,0,0
18697,18,0,1,0,1,0
18698,16,0,1,0,1,0
18699,15,0,0,0,0,0
18700,14,0,3,0,1,0
18701,13,0,1,1,0,0
18702,18,0,2,0,1,0
18703,19,0,1,0,1,0
18704,14,1,3,0,0,1
18705,18,1,1,0,0,1
18706,13,0,1,0,0,0
18707,7,1,0,0,0,0
18708,11,1,5,1,0,0
18709,12,1,0,1,0,0
18710,14,0,0,0,0,1
18711,17,0,1,1,0,0
18712,14,0,1,0,1,0
18713,14,0,1,0,0,1
18714,11,0,5,0,0,1
18715,14,0,0,1,0,0
18716,14,0,3,0,1,0
18717,6,0,3,0,1,0
18718,14,0,1,0,0,1
18719,13,0,1,1,0,0
18720,18,1,0,0,0,1
18721,15,1,3,0,0,0
18722,14,1,1,0,0,1
18723,16,1,3,1,0,0
18724,7,1,4,0,1,0
18725,14,1,2,0,1,0
18726,14,1,3,0,1,0
18727,9,1,3,0,1,0
18728,13,1,0,0,1,0
18729,15,1,2,0,1,0
18730,14,1,4,1,0,0
18731,7,1,0,1,0,0
18732,14,1,0,0,0,1
18733,12,1,5,0,1,0
18734,14,1,0,0,1,0
18735,17,1,1,1,0,0
18736,13,1,1,1,0,0
18737,13,1,1,0,1,0
18738,6,1,4,0,0,0
18739,15,1,5,0,1,0
18740,13,1,2,0,0,1
18741,18,1,5,1,0,0
18742,13,1,2,1,0,0
18743,14,1,5,1,0,0
18744,9,1,0,0,0,0
18745,14,1,5,0,0,1
18746,15,1,1,0,0,0
18747,12,1,4,0,1,0
18748,14,1,1,0,1,0
18749,14,1,3,0,0,1
18750,9,1,4,0,1,0
18751,13,1,4,1,0,0
18752,14,1,5,0,1,0
18753,14,1,0,1,0,0
18754,17,1,0,0,0,0
18755,15,1,1,1,0,0
18756,16,1,5,0,0,1
18757,10,1,3,0,1,0
18758,14,0,3,0,0,1
18759,13,0,2,0,0,0
18760,10,1,2,1,0,0
18761,15,1,5,1,0,0
18762,14,1,1,0,1,0
18763,11,1,4,0,0,1
18764,14,0,1,0,1,0
18765,12,0,5,0,1,0
18766,11,0,2,1,0,0
18767,14,0,5,0,1,0
18768,17,0,2,1,0,0
18769,13,0,0,0,0,1
18770,10,0,4,0,1,0
18771,14,0,2,0,1,0
18772,14,0,1,1,0,0
18773,14,0,5,0,0,0
18774,9,0,3,0,1,0
18775,13,0,3,0,1,0
18776,19,0,2,0,1,0
18777,7,0,2,0,1,0
18778,14,0,1,0,0,1
18779,16,0,0,0,0,0
18780,16,0,3,1,0,0
18781,14,0,4,0,0,0
18782,14,0,1,0,0,0
18783,18,0,3,0,0,1
18784,14,0,1,0,1,0
18785,16,1,3,0,1,0
18786,8,1,2,1,0,0
18787,13,1,2,0,0,1
18788,14,0,2,0,1,0
18789,19,0,2,0,1,0
18790,13,0,1,0,0,1
18791,13,1,4,1,0,0
18792,14,1,0,1,0,0
18793,14,1,0,0,0,1
18794,17,1,2,0,1,0
18795,14,1,2,0,0,1
18796,14,1,4,0,1,0
18797,15,1,1,0,0,0
18798,14,1,1,1,0,0
18799,11,1,5,0,0,1
18800,17,1,3,0,1,0
18801,14,1,0,0,0,1
18802,11,1,4,0,1,0
18803,16,1,5,1,0,0
18804,14,1,4,1,0,0
18805,13,1,0,0,1,0
18806,13,1,0,0,1,0
18807,13,1,1,0,0,1
18808,19,1,3,0,1,0
18809,14,1,1,0,1,0
18810,7,1,2,1,0,0
18811,6,1,2,0,1,0
18812,15,1,3,0,1,0
18813,12,1,1,0,1,0
18814,14,1,1,0,0,0
18815,19,1,2,0,1,0
18816,12,1,1,0,1,0
18817,14,1,4,1,0,0
18818,19,1,2,1,0,0
18819,6,1,0,0,1,0
18820,14,0,1,0,1,0
18821,13,0,2,0,1,0
18822,9,0,2,0,0,1
18823,7,1,4,1,0,0
18824,9,1,3,0,0,0
18825,19,1,1,0,0,1
18826,17,1,2,1,0,0
18827,12,1,4,0,0,1
18828,14,1,2,0,0,1
18829,9,0,0,1,0,0
18830,14,0,2,0,1,0
18831,12,0,4,0,0,1
18832,14,0,0,1,0,0
18833,14,0,5,0,1,0
18834,9,0,0,0,1,0
18835,13,1,2,1,0,0
18836,13,1,1,0,0,0
18837,9,1,4,0,1,0
18838,16,1,0,0,0,1
18839,14,1,1,1,0,0
18840,7,1,5,1,0,0
18841,15,1,4,0,0,0
18842,6,0,3,0,0,1
18843,14,0,0,1,0,0
18844,10,0,1,0,1,0
18845,13,0,1,0,0,1
18846,13,0,1,0,0,0
18847,15,0,2,0,1,0
18848,14,0,3,0,0,0
18849,8,0,4,0,0,1
18850,13,0,0,0,0,0
18851,14,0,5,0,1,0
18852,7,0,4,0,0,1
18853,9,0,2,0,1,0
18854,14,0,0,0,1,0
18855,14,1,2,0,1,0
18856,7,1,2,0,0,0
18857,14,1,4,0,1,0
18858,13,1,1,0,0,0
18859,14,1,0,0,0,1
18860,18,1,4,1,0,0
18861,9,0,5,0,1,0
18862,13,0,4,0,1,0
18863,13,0,1,1,0,0
18864,14,0,1,0,1,0
18865,12,0,3,1,0,0
18866,14,0,0,0,0,0
18867,13,0,3,0,1,0
18868,9,0,3,0,0,0
18869,11,0,1,1,0,0
18870,13,0,2,0,0,0
18871,13,0,4,0,0,0
18872,13,0,4,0,1,0
18873,14,0,5,1,0,0
18874,8,0,0,0,0,0
18875,14,0,1,0,0,0
18876,6,0,1,0,1,0
18877,14,0,1,0,0,0
18878,14,0,2,0,1,0
18879,18,0,3,0,1,0
18880,14,0,5,0,1,0
18881,13,0,2,0,0,0
18882,13,1,2,0,0,0
18883,11,1,0,0,0,0
18884,9,0,0,0,0,1
18885,12,0,4,1,0,0
18886,14,0,3,1,0,0
18887,14,0,4,0,1,0
18888,17,0,2,0,1,0
18889,14,0,5,0,0,1
18890,18,0,1,0,0,0
18891,6,0,2,0,1,0
18892,14,0,0,1,0,0
18893,14,0,2,1,0,0
18894,13,0,2,0,0,0
18895,16,1,1,0,0,0
18896,19,1,1,0,1,0
18897,14,1,5,0,0,1
18898,12,1,2,0,1,0
18899,14,0,3,0,0,1
18900,12,1,5,0,0,1
18901,14,1,2,0,0,0
18902,13,0,2,0,0,0
18903,13,0,3,0,0,0
18904,12,0,0,0,0,0
18905,14,0,1,1,0,0
18906,13,0,5,0,1,0
18907,14,0,1,0,1,0
18908,13,0,5,0,1,0
18909,8,0,2,0,1,0
18910,7,1,3,0,1,0
18911,14,1,1,0,1,0
18912,19,0,2,0,1,0
18913,15,0,5,0,0,0
18914,10,0,5,0,0,0
18915,10,0,2,1,0,0
18916,13,0,4,0,0,1
18917,14,0,3,0,1,0
18918,14,0,1,0,0,1
18919,15,0,0,0,0,0
18920,16,1,4,0,1,0
18921,11,1,4,1,0,0
18922,16,1,3,1,0,0
18923,13,1,5,0,0,0
18924,14,0,2,0,0,1
18925,12,0,4,1,0,0
18926,16,0,2,0,0,1
18927,14,0,0,0,0,1
18928,14,0,1,0,0,1
18929,6,0,2,0,0,1
18930,10,0,4,0,1,0
18931,12,1,3,0,1,0
18932,12,1,3,1,0,0
18933,14,1,5,0,0,1
18934,11,1,3,1,0,0
18935,12,1,2,0,1,0
18936,14,1,1,0,1,0
18937,14,1,3,1,0,0
18938,13,0,2,0,0,0
18939,14,0,5,0,0,0
18940,14,0,4,0,1,0
18941,17,0,0,0,1,0
18942,11,0,0,1,0,0
18943,17,0,1,0,0,1
18944,14,0,3,0,1,0
18945,12,1,3,0,1,0
18946,14,1,2,0,0,1
18947,13,1,3,0,0,0
18948,14,0,2,0,0,1
18949,18,0,3,0,0,0
18950,13,0,3,0,0,0
18951,14,0,0,0,0,1
18952,14,0,4,1,0,0
18953,14,0,4,0,1,0
18954,14,0,1,1,0,0
18955,14,0,5,0,0,0
18956,14,1,4,0,1,0
18957,14,1,5,1,0,0
18958,14,0,4,1,0,0
18959,14,0,1,0,0,1
18960,14,0,1,0,0,1
18961,17,0,0,0,1,0
18962,16,1,4,0,1,0
18963,13,1,5,0,0,0
18964,13,1,4,0,0,0
18965,10,0,4,0,0,1
18966,14,0,2,0,1,0
18967,13,0,4,0,0,0
18968,11,0,5,0,0,1
18969,18,0,4,0,1,0
18970,14,0,2,0,0,1
18971,18,0,4,1,0,0
18972,17,0,0,1,0,0
18973,19,0,4,0,0,0
18974,6,1,1,1,0,0
18975,12,1,4,0,1,0
18976,7,1,2,0,0,0
18977,14,1,2,0,1,0
18978,13,1,3,0,1,0
18979,13,1,1,0,0,1
18980,10,1,0,0,0,0
18981,15,1,2,0,1,0
18982,8,1,5,1,0,0
18983,14,1,5,0,0,1
18984,14,0,4,0,1,0
18985,6,0,1,0,0,1
18986,18,0,3,0,0,0
18987,14,0,2,1,0,0
18988,14,0,0,0,0,1
18989,14,0,4,0,1,0
18990,8,1,4,0,0,1
18991,11,1,4,0,1,0
18992,8,0,2,0,1,0
18993,11,0,4,0,0,1
18994,13,1,5,0,0,1
18995,13,1,5,0,0,1
18996,14,1,2,0,0,1
18997,13,1,4,0,0,1
18998,9,1,3,0,0,1
18999,9,1,2,0,0,1
19000,14,1,4,1,0,0
19001,13,0,3,0,1,0
19002,17,0,4,0,1,0
19003,12,0,1,0,1,0
19004,14,0,0,0,1,0
19005,14,0,1,0,1,0
19006,6,0,4,0,0,1
19007,14,0,1,0,0,1
19008,10,0,2,0,0,1
19009,9,0,3,0,0,0
19010,19,0,0,0,1,0
19011,10,0,0,1,0,0
19012,11,0,2,0,0,0
19013,19,1,5,0,1,0
19014,14,1,5,0,1,0
19015,14,0,5,0,0,0
19016,14,0,2,0,0,0
19017,14,0,4,0,0,1
19018,14,0,3,1,0,0
19019,13,0,0,0,0,1
19020,10,0,0,0,0,0
19021,12,0,5,0,1,0
19022,14,0,1,0,1,0
19023,14,0,2,0,0,1
19024,13,0,2,1,0,0
19025,19,0,4,1,0,0
19026,14,0,1,0,1,0
19027,8,0,3,0,1,0
19028,13,0,4,0,0,1
19029,14,0,3,0,1,0
19030,14,0,3,0,1,0
19031,11,0,1,0,0,1
19032,17,1,5,0,0,1
19033,11,1,4,0,1,0
19034,13,1,1,0,0,1
19035,7,1,1,0,1,0
19036,14,1,5,1,0,0
19037,14,1,2,1,0,0
19038,13,0,1,0,0,1
19039,14,0,5,1,0,0
19040,17,0,5,0,1,0
19041,14,0,4,0,0,0
19042,10,1,2,0,1,0
19043,8,1,1,0,0,1
19044,7,1,4,0,0,1
19045,14,1,4,1,0,0
19046,10,1,4,1,0,0
19047,14,1,2,0,0,0
19048,18,1,0,0,1,0
19049,18,1,3,0,1,0
19050,16,0,1,0,1,0
19051,13,0,5,1,0,0
19052,14,0,0,0,0,1
19053,7,0,3,0,0,1
19054,14,0,4,0,0,1
19055,14,0,4,0,0,1
19056,14,0,0,1,0,0
19057,14,0,1,1,0,0
19058,14,0,4,1,0,0
19059,11,0,5,0,0,1
19060,14,1,0,0,1,0
19061,14,1,1,0,0,1
19062,14,1,2,0,1,0
19063,14,1,2,1,0,0
19064,14,1,1,0,0,1
19065,13,1,2,0,0,0
19066,13,0,3,0,0,1
19067,8,0,4,0,0,1
19068,14,0,1,1,0,0
19069,7,0,2,0,1,0
19070,11,0,2,0,0,1
19071,15,1,1,1,0,0
19072,14,1,5,0,1,0
19073,17,0,4,0,1,0
19074,7,0,4,0,0,1
19075,14,0,2,1,0,0
19076,14,0,5,1,0,0
19077,14,0,3,1,0,0
19078,6,0,0,1,0,0
19079,12,0,2,0,0,0
19080,12,0,0,1,0,0
19081,17,0,5,1,0,0
19082,14,0,3,0,1,0
19083,15,0,4,0,1,0
19084,14,0,1,0,0,1
19085,10,0,2,1,0,0
19086,12,0,0,0,1,0
19087,14,0,1,0,0,1
19088,13,1,4,1,0,0
19089,8,1,5,0,0,1
19090,13,1,4,0,0,1
19091,17,1,5,0,1,0
19092,16,1,5,0,1,0
19093,14,1,5,1,0,0
19094,13,1,2,0,0,1
19095,19,1,5,1,0,0
19096,10,1,4,0,0,1
19097,13,1,0,0,0,1
19098,9,1,0,0,0,1
19099,17,1,3,0,0,1
19100,7,1,3,0,1,0
19101,14,0,3,0,1,0
19102,14,1,3,0,0,1
19103,17,1,4,1,0,0
19104,10,1,5,1,0,0
19105,10,1,5,0,1,0
19106,12,0,2,0,0,0
19107,8,0,1,1,0,0
19108,14,0,5,0,0,0
19109,16,0,1,0,1,0
19110,6,0,0,0,1,0
19111,12,0,5,0,1,0
19112,14,0,3,0,0,0
19113,14,0,2,0,0,1
19114,9,0,2,0,0,1
19115,14,0,3,1,0,0
19116,17,0,2,0,0,1
19117,14,0,2,0,0,1
19118,12,0,3,1,0,0
19119,14,1,0,1,0,0
19120,8,1,0,0,0,1
19121,15,1,5,1,0,0
19122,14,1,5,0,0,1
19123,15,0,3,0,1,0
19124,14,0,1,1,0,0
19125,14,0,4,0,0,1
19126,13,0,5,0,0,1
19127,14,0,5,0,0,1
19128,13,0,1,0,1,0
19129,6,0,3,0,0,1
19130,9,0,5,1,0,0
19131,15,0,2,0,1,0
19132,19,0,0,1,0,0
19133,18,0,5,1,0,0
19134,14,0,2,1,0,0
19135,11,0,0,0,1,0
19136,14,0,5,0,1,0
19137,14,0,1,0,1,0
19138,14,0,3,0,0,1
19139,14,0,0,0,0,0
19140,14,0,1,0,0,0
19141,17,0,4,0,1,0
19142,17,0,4,0,1,0
19143,18,0,0,0,1,0
19144,8,0,5,0,0,1
19145,10,0,2,0,1,0
19146,17,0,3,0,1,0
19147,10,0,4,0,1,0
19148,19,0,4,0,0,1
19149,8,0,1,0,1,0
19150,19,0,0,0,1,0
19151,14,0,5,0,1,0
19152,9,0,1,0,1,0
19153,14,1,5,1,0,0
19154,11,1,4,0,0,1
19155,7,1,5,0,0,1
19156,7,1,3,0,1,0
19157,10,1,5,0,0,1
19158,17,1,2,0,1,0
19159,14,1,5,0,0,0
19160,7,1,0,0,1,0
19161,16,1,5,0,0,1
19162,13,1,0,0,1,0
19163,12,1,0,0,1,0
19164,10,1,1,0,1,0
19165,10,1,1,0,1,0
19166,14,1,4,0,0,1
19167,7,1,3,0,1,0
19168,14,1,3,0,0,0
19169,11,0,5,0,0,1
19170,18,0,0,0,0,1
19171,14,0,4,1,0,0
19172,16,0,5,0,0,1
19173,11,0,2,0,1,0
19174,14,0,2,1,0,0
19175,12,1,0,1,0,0
19176,14,1,2,1,0,0
19177,11,0,1,0,1,0
19178,6,0,1,0,1,0
19179,17,0,3,0,1,0
19180,14,0,5,0,0,0
19181,14,0,0,1,0,0
19182,8,0,4,0,0,0
19183,16,0,2,0,1,0
19184,14,0,0,1,0,0
19185,14,0,3,0,0,1
19186,19,1,1,1,0,0
19187,14,1,3,0,0,1
19188,11,1,5,0,0,1
19189,13,1,0,1,0,0
19190,10,0,1,0,0,1
19191,14,0,4,1,0,0
19192,7,0,3,1,0,0
19193,14,0,0,0,1,0
19194,14,0,0,0,0,0
19195,7,0,4,0,0,1
19196,13,0,3,0,0,0
19197,14,0,5,0,0,0
19198,14,0,2,0,0,0
19199,14,0,4,0,0,1
19200,14,0,1,1,0,0
19201,14,0,3,0,1,0
19202,11,1,3,0,1,0
19203,14,1,0,0,0,1
19204,14,1,3,0,1,0
19205,13,1,2,0,0,0
19206,14,0,0,0,0,1
19207,14,0,0,0,0,1
19208,13,0,1,0,0,1
19209,8,1,4,1,0,0
19210,11,1,0,0,0,1
19211,12,1,2,1,0,0
19212,16,1,0,0,0,0
19213,14,0,2,0,0,1
19214,14,0,3,0,0,1
19215,13,0,3,0,0,1
19216,14,0,3,0,0,1
19217,15,0,2,0,0,0
19218,14,0,4,0,0,0
19219,15,0,4,0,1,0
19220,14,0,2,1,0,0
19221,14,0,5,0,1,0
19222,8,1,4,1,0,0
19223,6,1,5,0,1,0
19224,11,1,1,0,1,0
19225,13,1,3,0,1,0
19226,17,1,0,1,0,0
19227,16,1,0,0,1,0
19228,8,1,4,0,0,1
19229,14,0,1,0,0,1
19230,14,0,3,0,0,1
19231,8,0,0,0,0,1
19232,8,0,5,0,0,1
19233,14,0,5,0,0,0
19234,15,0,2,1,0,0
19235,14,1,4,0,1,0
19236,14,1,5,0,1,0
19237,18,1,2,0,0,1
19238,14,0,5,0,1,0
19239,14,0,0,0,0,1
19240,8,1,2,1,0,0
19241,14,1,1,0,1,0
19242,13,0,2,0,0,1
19243,10,1,3,0,0,1
19244,14,1,4,0,0,1
19245,7,1,0,0,0,1
19246,14,1,4,0,1,0
19247,9,0,4,0,0,1
19248,16,0,0,0,1,0
19249,13,0,1,0,1,0
19250,16,0,2,1,0,0
19251,8,0,0,0,1,0
19252,18,0,1,1,0,0
19253,14,0,5,0,0,0
19254,13,0,1,0,1,0
19255,13,0,4,0,0,0
19256,18,0,2,0,1,0
19257,14,0,1,0,1,0
19258,19,1,4,0,0,1
19259,14,1,3,0,0,0
19260,7,0,5,1,0,0
19261,9,0,2,0,1,0
19262,9,0,1,0,0,1
19263,17,0,5,0,1,0
19264,13,1,2,0,0,1
19265,14,1,1,0,1,0
19266,11,0,1,0,0,0
19267,7,0,3,1,0,0
19268,18,1,1,0,1,0
19269,19,1,4,0,1,0
19270,14,1,0,0,1,0
19271,10,0,3,0,0,0
19272,13,0,4,0,0,1
19273,19,0,5,0,0,1
19274,14,0,2,1,0,0
19275,14,0,4,1,0,0
19276,17,0,0,0,1,0
19277,14,1,1,0,0,0
19278,19,1,5,0,0,0
19279,6,0,2,0,1,0
19280,17,0,1,0,0,1
19281,7,0,1,0,0,1
19282,14,0,5,0,0,1
19283,14,0,5,1,0,0
19284,17,0,3,0,0,1
19285,7,0,1,0,1,0
19286,16,0,3,0,0,0
19287,14,0,1,0,1,0
19288,15,0,1,0,1,0
19289,17,1,1,0,0,0
19290,14,1,5,0,1,0
19291,14,0,3,0,0,1
19292,8,0,3,0,0,1
19293,14,0,1,0,0,1
19294,14,0,1,0,0,0
19295,14,0,1,1,0,0
19296,13,0,0,0,0,0
19297,15,0,3,0,1,0
19298,16,0,1,0,0,1
19299,15,0,5,0,1,0
19300,6,1,5,0,1,0
19301,8,1,4,0,1,0
19302,18,1,2,0,0,1
19303,15,1,5,1,0,0
19304,13,1,3,0,0,0
19305,17,1,4,0,1,0
19306,13,1,2,0,0,0
19307,14,0,2,0,0,1
19308,14,0,2,0,0,1
19309,10,0,1,0,1,0
19310,14,1,1,0,0,1
19311,9,1,5,1,0,0
19312,16,1,1,0,1,0
19313,14,0,2,0,1,0
